timestamp,open,high,low,close,volume,trend
12/16/2017,17516.81,19539,17190.01,19102.66,4202.628709,1
12/17/2017,19120.19,19798.68,18510,18860.02,9177.183434,1
12/18/2017,18860.04,19300,17029.98,18856.25,10624.63307,0
12/19/2017,18856.25,18950,16300,17295.2,13210.74822,0
12/20/2017,17295.2,17720.35,14777.66,16488.98,13450.49669,0
12/21/2017,16480.52,17309.5,14022,15492.64,20324.2173,0
12/22/2017,15514.03,15699.34,10961,13326.61,36076.27118,0
12/23/2017,13326.61,14950,12978.18,13300,13141.53888,0
12/24/2017,13300,13819.99,11640,13500,28557.53499,0
12/25/2017,13500,14300,12708,13699.34,15748.20761,0
12/26/2017,13699.34,16050,13533,15689.01,15034.6681,0
12/27/2017,15709.98,16498.05,14200.15,15459.99,14959.86472,0
12/28/2017,15459.97,15539.99,13150,14182.11,21717.85801,0
12/29/2017,14199.14,14981,13850,14378.9,18072.00812,0
12/30/2017,14378.99,14398.85,11750,12440.01,19221.15804,0
12/31/2017,12345.1,14050.11,12149.98,13716.36,11768.98972,0
1/1/2018,13715.65,13818.55,12750,13380,8609.915844,0
1/2/2018,13382.16,15473.49,12890.02,14675.11,20078.09211,0
1/3/2018,14690,15307.56,14150,14919.51,15905.66764,0
1/4/2018,14919.51,15280,13918.04,15059.54,21329.64957,0
1/5/2018,15059.56,17176.24,14600,16960.39,23251.49113,0
1/6/2018,16960.39,17143.13,16011.21,17069.79,18571.45751,0
1/7/2018,17069.79,17099.96,15610,16150.03,12493.12556,0
1/8/2018,16218.85,16322.3,12812,14902.54,26600.60991,0
1/9/2018,14902.54,15500,14011.05,14400,14315.00425,0
1/10/2018,14401,14955.66,13131.31,14907.09,17411.00166,0
1/11/2018,14940,14968.68,11400,13238.78,33554.72375,0
1/12/2018,13238.76,14109.78,12500,13740.01,16417.16214,0
1/13/2018,13749.95,14580,13706.15,14210,12221.50853,0
1/14/2018,14210,14339.5,12569.2,13474.99,17017.89433,0
1/15/2018,13477.98,14249.99,13147.79,13539.93,14652.09471,0
1/16/2018,13500,13542.93,9035,10900,63401.16918,0
1/17/2018,10899.99,11680.99,9037.94,10988.79,72331.79665,0
1/18/2018,10972.59,11878.82,10435.33,10961.97,48464.43494,0
1/19/2018,10960,11795,10360,11474.98,34129.37542,0
1/20/2018,11474.98,13099,11412.45,12799.94,28768.85783,0
1/21/2018,12799.8,12799.8,10965,11530,41379.77343,0
1/22/2018,11530,11926.35,9900.24,10760.05,43752.60679,0
1/23/2018,10760.05,11399,9905,10799.18,37473.92255,0
1/24/2018,10799.14,11570.48,10500,11349.99,27158.58776,0
1/25/2018,11349.96,11794.05,10950.21,11175.27,20839.95418,0
1/26/2018,11184.7,11643,10311.15,11089,33056.87196,0
1/27/2018,11089,11650,10842.69,11491,18860.76835,0
1/28/2018,11499.98,12244,11408,11879.95,16887.33952,0
1/29/2018,11879.95,11975.02,11139.55,11251,14170.37754,0
1/30/2018,11250.11,11308.42,9900,10237.51,25554.37295,0
1/31/2018,10230,10425.85,9700,10285.1,18015.95681,0
2/1/2018,10285.1,10335,8750.99,9224.52,33564.76431,0
2/2/2018,9224.52,9250,8010.02,8873.03,49971.62698,0
2/3/2018,8873.03,9473.01,8229,9199.96,28725.00074,0
2/4/2018,9199.96,9368,7930,8184.81,32014.30845,0
2/5/2018,8179.99,8382.8,6625,6939.99,63403.18258,0
2/6/2018,6939.63,7878,6000.01,7652.14,100201.5003,0
2/7/2018,7655.02,8476,7150.01,7599,60778.4605,0
2/8/2018,7599,7844,7572.09,7784.02,1521.537318,0
2/9/2018,7789.9,8738,7789.9,8683.92,20482.91083,0
2/10/2018,8683.93,9065.78,8120,8533.98,49381.51265,0
2/11/2018,8533.99,8549,7726.53,8063.88,45025.18795,0
2/12/2018,8063.82,8989,8053,8903,41987.85049,0
2/13/2018,8903,8950,8351,8539.9,35454.97296,0
2/14/2018,8535.17,9489.6,8533,9449.99,40811.95287,0
2/15/2018,9449.98,10219.5,9301.5,10000.09,52427.59672,0
2/16/2018,10000.89,10323.37,9666,10159.98,38161.20597,0
2/17/2018,10156.07,11075.07,10050,11039.55,41882.10841,0
2/18/2018,11039.55,11274,10080,10383.43,61137.38073,0
2/19/2018,10375.01,11250,10270.33,11153,40831.41713,0
2/20/2018,11147.11,11786.01,11100.59,11200.99,48153.35429,0
2/21/2018,11195.07,11304.03,10200,10437.6,68113.81875,0
2/22/2018,10439.02,10933.44,9679,9811.04,67060.16648,0
2/23/2018,9815.55,10435,9570.19,10131.04,57202.70237,0
2/24/2018,10131.04,10496.97,9352,9694.51,40888.1563,0
2/25/2018,9694.51,9847,9274.8,9590,28373.51759,0
2/26/2018,9590,10444.32,9350,10324,34878.29276,0
2/27/2018,10321,10870,10121,10569.04,30705.38512,0
2/28/2018,10584.33,11098,10300,10326.76,30800.98378,0
3/1/2018,10325.64,11060.41,10240,10920,25092.55393,0
3/2/2018,10923.36,11200,10770,11039,23910.71009,0
3/3/2018,11038.99,11544,11015.01,11464.48,21287.15328,0
3/4/2018,11464.47,11565,11050.02,11515,17295.91865,0
3/5/2018,11515,11710,11415.01,11454,15144.23106,0
3/6/2018,11455,11455,10555.48,10716.48,29515.57236,0
3/7/2018,10716.48,10899,9389.31,9910,50647.67108,0
3/8/2018,9910,10099,9060,9271.64,41109.47323,0
3/9/2018,9267.07,9410,8329,9227,64112.29141,0
3/10/2018,9230,9490,8667.07,8770.22,37180.01286,0
3/11/2018,8770.22,9740,8450,9533.57,44325.97339,0
3/12/2018,9533.57,9888.88,8780,9131.34,42230.77793,0
3/13/2018,9131.34,9474,8823,9150,40191.40936,0
3/14/2018,9151.92,9333.78,7900.28,8170,49708.09411,0
3/15/2018,8184.01,8430,7650,8240.98,52291.02228,0
3/16/2018,8240.98,8611.64,7900,8260,38815.40989,0
3/17/2018,8260,8348.62,7721.99,7824.8,33110.20633,0
3/18/2018,7824.01,8317.4,7322,8189.99,59488.23171,0
3/19/2018,8189,8705.23,8088.4,8600,55297.08494,0
3/20/2018,8595.01,9050,8280,8909.98,44865.10584,0
3/21/2018,8909.96,9177.01,8750.6,8885,39972.40537,0
3/22/2018,8884.82,9100,8465.1,8722.9,40617.55681,0
3/23/2018,8720,8909,8269,8898.03,39991.00767,0
3/24/2018,8898.04,8999.95,8491,8546.86,35466.60957,0
3/25/2018,8531.25,8669.85,8365.77,8470.15,29001.76932,0
3/26/2018,8470.14,8514.89,7831,8134.23,44033.59566,0
3/27/2018,8134.22,8215.94,7730,7795.51,37427.64805,0
3/28/2018,7795.51,8109,7728,7949.3,26401.33167,0
3/29/2018,7949.3,7975,6941.11,7090.14,54620.91513,0
3/30/2018,7090.16,7292.43,6600.1,6840.23,65306.03198,0
3/31/2018,6840.24,7223.36,6777,6923.91,36868.53909,0
4/1/2018,6922,7049.98,6430,6813.01,44071.43046,0
4/2/2018,6813.01,7125,6765,7056,32123.56007,0
4/3/2018,7063.97,7520,7011.01,7405.21,37787.33181,0
4/4/2018,7405.21,7427.52,6707,6796.1,42227.1838,0
4/5/2018,6796.1,6902,6566.69,6770.76,39029.73146,0
4/6/2018,6770,6850,6500,6601.39,27455.01192,0
4/7/2018,6601.39,7070,6586.28,6895.8,32269.57827,0
4/8/2018,6895.81,7109.13,6880,7018,21427.67317,0
4/9/2018,7011.04,7185,6611,6782.72,34078.29721,0
4/10/2018,6781.55,6890,6656,6843.9,22326.7281,0
4/11/2018,6839.56,6990,6787,6953.79,23997.87118,0
4/12/2018,6953.78,8012.23,6743.2,7923,64861.59599,0
4/13/2018,7922.99,8233.39,7732,7877.41,55044.52315,0
4/14/2018,7877.48,8186,7810,7999.01,31621.28636,0
4/15/2018,8004,8429.54,7999.02,8355,27946.72044,0
4/16/2018,8355.07,8419,7867,8064.92,36664.06972,0
4/17/2018,8064.92,8173.7,7825.4,7885.02,32152.60357,0
4/18/2018,7890.96,8236.43,7868,8173,26969.04457,0
4/19/2018,8173.99,8296,8080,8278,27113.84746,0
4/20/2018,8273.84,8930,8177.09,8856.98,39795.33749,0
4/21/2018,8852.12,9035,8565,8915.31,40872.22991,0
4/22/2018,8915.31,9020.67,8727.68,8787.02,29458.25348,0
4/23/2018,8785.7,8985,8745,8934.01,25838.11471,0
4/24/2018,8934,9731.01,8922,9619.99,46268.79011,0
4/25/2018,9618.96,9759.82,8730,8869.99,81110.03759,0
4/26/2018,8869.99,9307.48,8651.62,9266,43300.30425,0
4/27/2018,9267.03,9395,8889,8915.35,37241.34704,0
4/28/2018,8915.35,9427.48,8870,9348,34759.62842,0
4/29/2018,9348,9570.51,9163.74,9419,38149.85004,0
4/30/2018,9417.04,9458.64,9124.99,9246.01,35002.03388,0
5/1/2018,9246.01,9248.99,8800.49,9071.48,41018.46363,0
5/2/2018,9071.48,9268,8970.2,9247.84,26123.54396,0
5/3/2018,9247.81,9844,9168.4,9750,38768.38829,0
5/4/2018,9750,9830.04,9520.85,9713.99,28681.58888,0
5/5/2018,9714,10020,9682,9864,24990.01835,0
5/6/2018,9863.99,9970,9417.03,9659.01,27690.35156,0
5/7/2018,9661.02,9689.67,9181,9365,33787.64001,0
5/8/2018,9365,9475.7,9060.54,9187.56,25533.83189,0
5/9/2018,9178,9390,8965,9310,25673.5249,0
5/10/2018,9310,9395.12,8970,9002.2,25055.06372,0
5/11/2018,9002.21,9016.8,8341,8400,48227.04806,0
5/12/2018,8405.94,8646.88,8153,8465.94,40241.32081,0
5/13/2018,8475.44,8763.36,8298,8679.71,25632.86936,0
5/14/2018,8679.71,8879.99,8277,8663.34,37389.66653,0
5/15/2018,8663.37,8859.99,8401.3,8462,28126.95614,0
5/16/2018,8462,8488,8083.01,8330,31130.71891,0
5/17/2018,8330,8464,7979,8041.46,25439.8448,0
5/18/2018,8038.82,8273.21,7911.9,8239.81,23476.15825,0
5/19/2018,8238.01,8390.8,8095.73,8233.49,17193.42428,0
5/20/2018,8233.49,8609,8163.9,8526.98,19957.05711,0
5/21/2018,8526.97,8595.31,8305,8381.24,21516.59649,0
5/22/2018,8386.89,8400.18,7935.11,7977.11,23710.90286,0
5/23/2018,7977.12,8031.9,7425,7501.95,42910.66677,0
5/24/2018,7501.95,7730.73,7266.99,7575.01,37845.4466,0
5/25/2018,7578.99,7649.55,7308.15,7457,26739.95664,0
5/26/2018,7456.99,7620,7300,7333.96,19464.08607,0
5/27/2018,7334,7400,7231.11,7338.99,18706.94552,0
5/28/2018,7338.99,7437,7058.02,7099,27219.43896,0
5/29/2018,7099,7540,7032.95,7461.29,39407.21183,0
5/30/2018,7467.98,7569,7260.5,7375.96,32041.58362,0
5/31/2018,7382.07,7699,7327.51,7485.01,30776.0631,0
6/1/2018,7485.01,7608.55,7355.54,7521.01,28259.12408,0
6/2/2018,7521.01,7697.33,7437,7640.03,26720.69022,0
6/3/2018,7636.81,7786.69,7600,7714.26,27505.15895,0
6/4/2018,7714.26,7760.52,7446.5,7487,32258.83512,0
6/5/2018,7487,7679.49,7358,7625,31722.97338,0
6/6/2018,7626.64,7699,7467.05,7658.84,27229.9919,0
6/7/2018,7658.79,7765,7620,7691.08,25062.2272,0
6/8/2018,7691.08,7703.5,7531,7603.44,23396.80467,0
6/9/2018,7603.44,7683.98,7450,7491.73,19339.88518,0
6/10/2018,7491.73,7491.73,6622.81,6764.99,52342.02003,0
6/11/2018,6765,6922,6610,6872,34552.1623,0
6/12/2018,6872,6890.51,6435,6530,36722.21119,0
6/13/2018,6530,6627.6,6118.68,6292.78,46185.5181,0
6/14/2018,6292.78,6720,6260,6635.98,44478.13084,0
6/15/2018,6638.67,6666.66,6362.31,6388.9,30018.32991,0
6/16/2018,6380.01,6560,6320.86,6483.98,22277.24115,0
6/17/2018,6482.5,6589.03,6422,6449.61,19847.24769,0
6/18/2018,6444.06,6794.38,6380,6712.46,31821.435,0
6/19/2018,6711.39,6841.74,6653,6741.21,24311.42114,0
6/20/2018,6740,6817.23,6551.81,6761.51,26359.75245,0
6/21/2018,6763.21,6795,6672.57,6718.84,25428.85405,0
6/22/2018,6717.69,6733.97,5918.94,6045,52157.37083,0
6/23/2018,6045.92,6260,6008.48,6149.98,26622.78859,0
6/24/2018,6149.98,6259.8,5750,6136.97,47445.99896,0
6/25/2018,6137.95,6350,6061.97,6252,39164.51531,0
6/26/2018,6252,6272.54,6035,6070.78,19377.24048,0
6/27/2018,6065.89,6190.43,5971,6133.73,19225.6711,0
6/28/2018,6134.73,6173.01,5827,5853.98,30585.26603,0
6/29/2018,5851.01,6300,5780,6197.92,33911.28728,0
6/30/2018,6197.92,6528.99,6186.03,6390.07,37919.61284,0
7/1/2018,6391.08,6441.06,6251,6356.81,27562.96597,0
7/2/2018,6360.82,6685,6271.62,6615.29,36230.45226,0
7/3/2018,6615.29,6679.35,6463.01,6513.86,38657.78169,0
7/4/2018,6511.01,6784.92,6441.11,6586.98,23571.89278,0
7/5/2018,6585.53,6712,6453.33,6529.2,35071.9729,0
7/6/2018,6529.2,6648.54,6425,6609.78,29397.09475,0
7/7/2018,6609.79,6818.16,6508.88,6756.98,23973.87689,0
7/8/2018,6753.48,6780,6667.44,6712.1,24622.94779,0
7/9/2018,6712.1,6802.06,6612.24,6662.12,26732.40655,0
7/10/2018,6662.78,6681,6263,6296.91,38560.6727,0
7/11/2018,6296.91,6406,6278.99,6378.07,28715.49849,0
7/12/2018,6378.07,6380.28,6070,6250.57,31306.66335,0
7/13/2018,6251.4,6350,6110,6214.57,26375.32529,0
7/14/2018,6214.57,6335,6178,6251.99,17783.072,0
7/15/2018,6250.9,6395,6225.4,6353.01,22979.21151,0
7/16/2018,6354.15,6747.3,6330.4,6723.35,36204.87708,0
7/17/2018,6723.33,7468.99,6652.04,7317.44,52105.42346,0
7/18/2018,7317.44,7588.08,7225.38,7381.9,59487.64345,0
7/19/2018,7381.88,7576.28,7270,7466.21,41218.25644,0
7/20/2018,7468.86,7700,7273,7337.53,46140.31345,0
7/21/2018,7337.47,7458.47,7211,7398.78,28886.49029,0
7/22/2018,7399.25,7582.4,7335.5,7394.79,30270.21844,0
7/23/2018,7394.78,7833,7375,7721.01,41646.34667,0
7/24/2018,7721.65,8486,7696,8397.24,60121.16375,0
7/25/2018,8397.24,8491.77,8050,8175.64,48257.64912,0
7/26/2018,8175.63,8315.69,7850.06,7920,43223.48168,0
7/27/2018,7920,8285,7805,8188.57,43671.00589,0
7/28/2018,8188.57,8246.54,8067,8225.04,26215.17384,0
7/29/2018,8225.04,8294.51,8115,8211,25531.22619,0
7/30/2018,8210.99,8273,7866,8173.92,39692.41654,0
7/31/2018,8171.4,8180,7633,7730.93,48296.91559,0
8/1/2018,7735.67,7750,7430,7604.58,42582.31293,0
8/2/2018,7600.08,7709.46,7455.72,7525.71,37665.69668,0
8/3/2018,7525.71,7540,7282.44,7418.78,44669.48605,0
8/4/2018,7412.27,7494.81,6926,7009.84,36288.42601,0
8/5/2018,7009.84,7089.87,6882.29,7024.19,32894.84978,0
8/6/2018,7024.19,7160,6821,6934.82,32760.19164,0
8/7/2018,6935,7150.46,6670,6720.06,45438.4735,0
8/8/2018,6720.63,6721.54,6123,6285,59550.53632,0
8/9/2018,6283.27,6622.81,6178.6,6529.79,51941.18511,0
8/10/2018,6529.79,6575.88,6026.39,6144.01,59034.9749,0
8/11/2018,6148.13,6488,5971,6232.35,47133.41856,0
8/12/2018,6222.55,6472.3,6130,6308.33,38567.77071,0
8/13/2018,6308.56,6545,6145.04,6246.35,53895.82878,0
8/14/2018,6248.25,6250.33,5880,6188.08,50186.74509,0
8/15/2018,6188.08,6609,6172.11,6267.16,68806.68703,0
8/16/2018,6265.27,6480,6205.6,6311.75,48515.25462,0
8/17/2018,6316,6585,6285.4,6584.49,57851.6108,0
8/18/2018,6579.04,6620,6288,6387.96,53742.32217,0
8/19/2018,6387.96,6541,6300,6477.53,45190.84799,0
8/20/2018,6477.53,6530,6220,6254.84,49435.55526,0
8/21/2018,6251,6500,6235.08,6480,41569.94741,0
8/22/2018,6479.98,6882.54,6251.2,6360.89,77909.39136,0
8/23/2018,6362.57,6576.99,6342.28,6525.01,40358.16683,0
8/24/2018,6525,6725,6440.5,6681.64,38305.67532,0
8/25/2018,6686.98,6789,6650.61,6733.64,19220.50593,0
8/26/2018,6733.64,6775.27,6568,6700,20107.29721,0
8/27/2018,6700,6940.51,6646.5,6908.64,37747.07875,0
8/28/2018,6907.26,7135,6860,7076.11,48352.91716,0
8/29/2018,7077,7133.81,6912.34,7031.22,43252.48739,0
8/30/2018,7033.21,7063.63,6784.81,6984.84,44716.77462,0
8/31/2018,6984.84,7089,6888,7011.21,40467.40064,0
9/1/2018,7011.21,7275,7008.74,7200.01,40323.41409,0
9/2/2018,7201.57,7345.45,7127,7302.01,39814.84035,0
9/3/2018,7302,7338.28,7191.63,7263.02,32396.01837,0
9/4/2018,7263,7410,7227.17,7359.06,35300.64052,0
9/5/2018,7359.05,7397.3,6682,6700,63715.25627,0
9/6/2018,6697.27,6725,6265,6516.01,60644.46423,0
9/7/2018,6516.84,6544,6320,6395.54,38906.28805,0
9/8/2018,6395.54,6478,6111,6185.05,38215.03217,0
9/9/2018,6185.06,6441,6141.53,6250.81,37053.92382,0
9/10/2018,6252.26,6373.98,6221,6312,32439.45643,0
9/11/2018,6311.99,6404,6169.68,6294.91,33104.88859,0
9/12/2018,6293,6360,6192.37,6338.62,31433.64594,0
9/13/2018,6338.62,6535,6337.4,6487.38,40465.06311,0
9/14/2018,6487.39,6584.99,6385.62,6476.63,37173.33928,0
9/15/2018,6476.63,6565.45,6466.13,6514.96,25243.65661,0
9/16/2018,6514.96,6524.62,6370,6505,27568.1329,0
9/17/2018,6500.08,6533.84,6201,6248.69,35987.25474,0
9/18/2018,6248.69,6390,6224.98,6336.45,32620.86667,0
9/19/2018,6336.39,6517.7,6123,6391.89,39044.08008,0
9/20/2018,6392,6540,6325,6492,25189.02473,0
9/21/2018,6492,6784.86,6491,6759.02,51779.34346,0
9/22/2018,6759.01,6839.03,6627,6723.05,29349.69067,0
9/23/2018,6723.05,6788.23,6661.75,6708,30286.22977,0
9/24/2018,6706.81,6730,6557,6581.39,35305.73991,0
9/25/2018,6581.42,6584.01,6325.02,6447.54,40301.02945,0
9/26/2018,6445.11,6557.99,6379.7,6465.12,33484.54207,0
9/27/2018,6467.84,6750,6434,6689.13,33087.4283,0
9/28/2018,6689.12,6814.8,6540.88,6634.58,42399.44852,0
9/29/2018,6634.58,6636,6464.57,6596.38,30255.9597,0
9/30/2018,6597.66,6662,6533,6626.57,27764.72452,0
10/1/2018,6626.57,6667.09,6510,6611.61,20621.50689,0
10/2/2018,6610,6640,6494,6525.79,28245.81009,0
10/3/2018,6525.79,6549,6430,6510,28451.96914,0
10/4/2018,6510.01,6643.46,6505.09,6593.79,20074.30082,0
10/5/2018,6591.69,6697,6543.08,6635.65,16096.55239,0
10/6/2018,6635.65,6651,6566.77,6594.27,10939.50539,0
10/7/2018,6596.44,6640,6525,6615.26,17406.83176,0
10/8/2018,6615.26,6715.6,6587,6673.01,23123.41954,0
10/9/2018,6673.01,6685.38,6607,6656.61,15354.77947,0
10/10/2018,6656.67,6659.95,6530,6631,15390.66144,0
10/11/2018,6630.21,6633.92,6205,6252.68,48712.40033,0
10/12/2018,6252.71,6360,6209,6298.01,29004.07142,0
10/13/2018,6298,6345,6285.07,6332.93,19098.07003,0
10/14/2018,6332.92,6416,6308,6339.34,15627.41131,0
10/15/2018,6339.34,7680,6300,6752.5,90748.03125,0
10/16/2018,6752.5,6900,6670,6759.27,27557.95776,0
10/17/2018,6762.76,6811.12,6676.01,6740.89,26641.43138,0
10/18/2018,6739.01,6796,6567,6618.96,20116.52194,0
10/19/2018,6618.96,6648.14,6523,6528.88,20772.60077,0
10/20/2018,6528.88,6617.65,6505.55,6588.4,19240.72225,0
10/21/2018,6585.72,6663.9,6580,6590.11,6515.357792,0
10/22/2018,6590.12,6639,6535.27,6581.2,16213.69266,0
10/23/2018,6581.2,6595,6515.45,6553.51,13856.60176,0
